,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,89.0,97.0,68.0,
1,71.0,108.0,50.0,
2,97.0,111.0,73.0,
3,68.0,82.0,29.0,
4,82.0,105.0,45.0,
5,64.0,88.0,51.0,
6,78.0,102.0,54.0,
7,84.0,104.0,38.0,
8,60.0,77.0,30.0,
9,69.0,100.0,52.0,
10,72.0,88.0,47.0,
11,57.0,80.0,54.0,
12,85.0,103.0,51.0,
13,76.0,107.0,65.0,
14,59.0,77.0,48.0,
15,97.0,107.0,53.0,
16,89.0,115.0,44.0,
17,67.0,83.0,46.0,
18,73.0,93.0,47.0,
19,74.0,105.0,42.0,
20,80.0,113.0,38.0,
21,67.0,82.0,48.0,
22,69.0,98.0,39.0,
23,47.0,65.0,38.0,
24,78.0,95.0,49.0,
25,83.0,108.0,51.0,
26,78.0,91.0,45.0,
27,68.0,78.0,52.0,
28,76.0,93.0,50.0,
29,69.0,85.0,53.0,
30,77.0,105.0,53.0,
31,98.0,110.0,60.0,
32,85.0,106.0,46.0,
33,86.0,98.0,53.0,
34,82.0,110.0,60.0,
35,89.0,105.0,40.0,
36,94.0,93.0,50.0,
37,61.0,95.0,37.0,
38,91.0,105.0,54.0,
39,78.0,98.0,43.0,
40,59.0,108.0,46.0,
41,70.0,89.0,49.0,
42,68.0,93.0,50.0,
43,70.0,78.0,41.0,
44,72.0,94.0,34.0,
45,69.0,93.0,42.0,
46,68.0,103.0,36.0,
47,62.0,88.0,57.0,
48,54.0,83.0,35.0,
49,89.0,109.0,36.0,
50,80.0,92.0,48.0,
51,56.0,77.0,37.0,
52,68.0,88.0,48.0,
53,78.0,99.0,39.0,
54,60.0,87.0,42.0,
55,74.0,100.0,45.0,
56,87.0,102.0,48.0,
57,92.0,121.0,60.0,
58,72.0,93.0,38.0,
59,64.0,78.0,51.0,
60,76.0,103.0,58.0,
61,62.0,88.0,49.0,
62,85.0,104.0,56.0,
63,83.0,104.0,45.0,
64,78.0,96.0,44.0,
65,82.0,79.0,36.0,
66,80.0,113.0,45.0,
67,70.0,94.0,49.0,
68,64.0,96.0,51.0,
69,74.0,95.0,37.0,
70,80.0,105.0,50.0,
71,59.0,77.0,36.0,
72,80.0,88.0,45.0,
73,84.0,104.0,33.0,
74,84.0,104.0,55.0,
75,66.0,103.0,45.0,
76,61.0,77.0,44.0,
77,77.0,94.0,31.0,
78,53.0,72.0,45.0,
79,69.0,83.0,29.0,
80,85.0,105.0,55.0,
81,89.0,82.0,47.0,
82,84.0,96.0,43.0,
83,64.0,81.0,29.0,
84,73.0,100.0,63.0,
85,67.0,84.0,35.0,
86,67.0,102.0,48.0,
87,84.0,100.0,40.0,
88,68.0,89.0,30.0,
89,71.0,97.0,38.0,
90,54.0,82.0,43.0,
91,73.0,97.0,33.0,
92,77.0,103.0,45.0,
93,87.0,104.0,36.0,
94,62.0,87.0,35.0,
95,76.0,86.0,39.0,
96,87.0,88.0,46.0,
97,75.0,96.0,40.0,
98,73.0,99.0,36.0,
99,74.0,83.0,41.0,
