,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,28.0,33.0,28.0,33.0
1,32.0,38.0,32.0,38.0
2,38.0,38.0,38.0,38.0
3,29.0,29.0,29.0,29.0
4,25.0,30.0,25.0,30.0
5,19.0,19.0,13.0,20.0
6,35.0,35.0,35.0,35.0
7,30.0,30.0,30.0,30.0
8,28.0,36.0,28.0,36.0
9,27.0,27.0,27.0,27.0
10,30.0,35.0,30.0,35.0
11,30.0,35.0,35.0,35.0
12,33.0,33.0,26.0,33.0
13,31.0,39.0,39.0,39.0
14,23.0,23.0,23.0,28.0
15,43.0,43.0,29.0,43.0
16,27.0,27.0,27.0,32.00000000000795
17,34.0,34.0,34.0,34.0
18,34.0,34.0,34.0,34.0
19,29.0,29.0,29.0,29.0
20,35.0,35.0,35.0,35.0
21,39.0,34.0,29.0,39.0
22,34.0,34.0,34.0,34.0
23,19.0,24.0,25.0,30.0
24,37.0,37.0,37.0,37.0
25,30.0,30.0,30.0,30.0
26,41.0,41.0,41.0,41.0
27,39.0,32.0,39.0,39.0
28,29.0,34.0,34.0,34.0
29,29.0,20.0,20.0,29.0
30,24.0,30.0,24.0,30.0
31,38.0,38.0,28.0,38.0
32,37.0,37.0,37.0,37.0
33,25.0,25.0,26.0,26.0
34,20.0,26.0,20.0,26.000000000027
35,36.0,36.0,30.0,36.0
36,35.0,27.0,27.0,35.0
37,38.0,38.0,31.0,38.0
38,19.0,24.0,20.0,24.0
39,26.0,26.0,26.0,26.0
40,28.0,28.0,28.0,33.0
41,32.0,39.0,31.0,39.0
42,23.0,23.0,23.0,23.00000000002658
43,36.0,36.0,30.0,36.0
44,24.0,31.0,24.0,36.0
45,31.0,31.0,31.0,31.0
46,33.0,28.0,33.0,33.0
47,17.0,22.0,17.0,22.0
48,34.0,34.0,34.0,34.0
49,31.0,26.0,26.0,31.0
50,19.0,19.0,19.0,24.0
51,24.0,30.0,29.0,29.999999999999996
52,16.0,22.0,17.0,27.0
53,23.0,16.0,22.0,23.0
54,28.0,28.0,27.0,33.0
55,37.0,37.0,31.0,37.0
56,28.0,33.0,28.0,33.0
57,21.0,21.0,21.0,21.0
58,24.0,24.0,24.0,24.0
59,29.0,29.0,29.0,29.0
60,35.0,35.0,35.0,35.0
61,24.0,24.0,24.0,24.0
62,32.0,26.0,32.0,32.0
63,33.0,38.0,26.0,38.0
64,33.0,33.0,33.0,33.0
65,27.0,33.0,28.0,33.0
66,36.0,36.0,36.0,36.0
67,26.0,26.0,26.0,32.0
68,29.0,29.0,29.0,29.0
69,32.0,32.0,32.0,32.0
70,21.0,28.0,21.0,28.0
71,32.0,32.0,32.0,32.0
72,34.0,34.0,34.0,34.0
73,32.0,32.0,32.0,32.0
74,31.0,31.0,37.0,37.0
75,39.0,39.0,39.0,39.0
76,28.0,35.0,27.0,35.0
77,21.0,21.0,21.0,21.0
78,30.0,30.0,25.0,30.0
79,31.0,31.0,31.0,31.0
80,25.0,25.0,25.0,25.0
81,32.0,32.0,32.0,32.0
82,28.0,33.0,26.0,33.0
83,26.0,26.0,26.0,26.0
84,32.0,32.0,32.0,32.0
85,34.0,29.0,29.0,34.0
86,35.0,35.0,28.0,35.0
87,32.0,32.0,32.0,32.0
88,29.0,29.0,29.0,29.0
89,25.0,20.0,20.0,25.0
90,37.0,31.0,31.0,37.0
91,36.0,30.0,30.0,36.0
92,34.0,34.0,34.0,34.0
93,28.0,36.0,23.0,36.0
94,28.0,28.0,29.0,34.0
95,28.0,28.0,23.0,28.0
96,21.0,28.0,21.0,28.0
97,31.0,31.0,31.0,31.0
98,33.0,33.0,33.0,33.0
99,35.0,35.0,35.0,35.0
