,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,81.0,124.0,68.0,
1,82.0,101.0,58.0,
2,94.0,107.0,55.0,
3,86.0,103.0,56.0,
4,62.0,90.0,62.0,
5,98.0,115.0,62.0,
6,81.0,113.0,76.0,
7,93.0,136.0,52.0,
8,74.0,88.0,61.0,
9,68.0,92.0,50.0,
10,107.0,111.0,67.0,
11,90.0,103.0,67.0,
12,79.0,119.0,76.0,
13,66.0,102.0,63.0,
14,81.0,87.0,59.0,
15,92.0,127.0,78.0,
16,83.0,87.0,81.0,
17,92.0,117.0,76.0,
18,70.0,77.0,44.0,
19,95.0,122.0,56.0,
20,79.0,85.0,78.0,
21,83.0,113.0,73.0,
22,86.0,95.0,71.0,
23,94.0,124.0,81.0,
24,79.0,90.0,62.0,
25,79.0,117.0,86.0,
26,79.0,103.0,69.0,
27,74.0,94.0,67.0,
28,79.0,104.0,73.0,
29,87.0,103.0,76.0,
30,72.0,98.0,63.0,
31,92.0,108.0,60.0,
32,83.0,94.0,75.0,
33,118.0,131.0,83.0,
34,75.0,89.0,67.0,
35,79.0,126.0,68.0,
36,86.0,98.0,61.0,
37,87.0,117.0,79.0,
38,78.0,102.0,56.0,
39,92.0,97.0,68.0,
40,101.0,121.0,67.0,
41,95.0,108.0,72.0,
42,67.0,78.0,58.0,
43,80.0,96.0,59.0,
44,83.0,104.0,67.0,
45,75.0,89.0,68.0,
46,93.0,119.0,78.0,
47,78.0,102.0,62.0,
48,102.0,102.0,77.0,
49,98.0,122.0,49.0,
50,74.0,103.0,56.0,
51,92.0,103.0,57.0,
52,121.0,135.0,77.0,
53,86.0,94.0,73.0,
54,73.0,83.0,56.0,
55,81.0,84.0,62.0,
56,91.0,126.0,83.0,
57,102.0,122.0,75.0,
58,80.0,97.0,53.0,
59,86.0,115.0,62.0,
60,98.0,106.0,61.0,
61,79.0,105.0,65.0,
62,59.0,90.0,52.0,
63,89.0,128.0,73.0,
64,102.0,129.0,57.0,
65,68.0,87.0,64.0,
66,80.0,117.0,82.0,
67,109.0,128.0,70.0,
68,102.0,113.0,74.0,
69,85.0,113.0,83.0,
70,80.0,88.0,72.0,
71,100.0,104.0,69.0,
72,95.0,115.0,62.0,
73,80.0,98.0,75.0,
74,98.0,102.0,65.0,
75,90.0,114.0,71.0,
76,94.0,124.0,74.0,
77,86.0,90.0,53.0,
78,122.0,128.0,89.0,
79,90.0,101.0,69.0,
80,84.0,108.0,70.0,
81,81.0,113.0,47.0,
82,113.0,117.0,82.0,
83,89.0,103.0,72.0,
84,86.0,107.0,64.0,
85,89.0,121.0,79.0,
86,89.0,112.0,87.0,
87,98.0,104.0,64.0,
88,98.0,112.0,81.0,
89,74.0,118.0,81.0,
90,82.0,108.0,70.0,
91,76.0,86.0,63.0,
92,93.0,109.0,68.0,
93,91.0,101.0,72.0,
94,79.0,120.0,72.0,
95,81.0,104.0,61.0,
96,80.0,93.0,58.0,
97,82.0,122.0,59.0,
98,99.0,119.0,81.0,
99,82.0,98.0,70.0,
