,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,107.0,125.0,105.0,
1,98.0,139.0,79.0,
2,112.0,114.0,106.0,
3,85.0,131.0,49.0,
4,110.0,126.0,89.0,
5,73.0,118.0,79.0,
6,100.0,125.0,87.0,
7,99.0,111.0,71.0,
8,93.0,117.0,68.0,
9,114.0,142.0,85.0,
10,85.0,104.0,67.0,
11,85.0,111.0,74.0,
12,105.0,133.0,78.0,
13,92.0,126.0,93.0,
14,86.0,119.0,67.0,
15,119.0,126.0,87.0,
16,120.0,133.0,92.0,
17,84.0,115.0,75.0,
18,102.0,112.0,78.0,
19,108.0,146.0,77.0,
20,112.0,155.0,76.0,
21,91.0,123.0,76.0,
22,84.0,94.0,65.0,
23,67.0,93.0,62.0,
24,91.0,123.0,82.0,
25,100.0,136.0,85.0,
26,85.0,130.0,70.0,
27,95.0,113.0,88.0,
28,93.0,128.0,72.0,
29,95.0,114.0,86.0,
30,109.0,137.0,80.0,
31,111.0,135.0,92.0,
32,107.0,127.0,72.0,
33,112.0,128.0,89.0,
34,109.0,131.0,96.0,
35,113.0,136.0,71.0,
36,104.0,136.0,78.0,
37,93.0,119.0,71.0,
38,118.0,144.0,99.0,
39,91.0,116.0,70.0,
40,84.0,125.0,82.0,
41,88.0,115.0,82.0,
42,93.0,133.0,79.0,
43,94.0,110.0,61.0,
44,87.0,124.0,73.0,
45,91.0,110.0,81.0,
46,99.0,134.0,74.0,
47,88.0,113.0,89.0,
48,71.0,112.0,63.0,
49,104.0,136.0,62.0,
50,96.0,111.0,72.0,
51,83.0,101.0,59.0,
52,91.0,111.0,76.0,
53,94.0,123.0,76.0,
54,92.0,129.0,69.0,
55,101.0,131.0,77.0,
56,101.0,141.0,81.0,
57,108.0,140.0,95.0,
58,92.0,125.0,65.0,
59,91.0,111.0,86.0,
60,109.0,124.0,89.0,
61,86.0,123.0,81.0,
62,110.0,132.0,93.0,
63,116.0,119.0,86.0,
64,101.0,126.0,67.0,
65,100.0,100.0,71.0,
66,107.0,125.0,78.0,
67,99.0,125.0,77.0,
68,92.0,125.0,82.0,
69,95.0,113.0,71.0,
70,103.0,133.0,83.0,
71,72.0,101.0,70.0,
72,98.0,120.0,74.0,
73,93.0,121.0,73.0,
74,112.0,130.0,77.0,
75,100.0,115.0,77.0,
76,96.0,109.0,76.0,
77,106.0,127.0,66.0,
78,78.0,94.0,65.0,
79,98.0,105.0,64.0,
80,105.0,125.0,93.0,
81,87.0,111.0,81.0,
82,106.0,117.0,86.0,
83,84.0,88.0,51.0,
84,97.0,119.0,92.0,
85,93.0,109.0,54.0,
86,95.0,127.0,68.0,
87,98.0,119.0,88.0,
88,86.0,113.0,55.0,
89,94.0,130.0,79.0,
90,73.0,101.0,76.0,
91,106.0,132.0,58.0,
92,106.0,149.0,78.0,
93,101.0,116.0,63.0,
94,88.0,114.0,73.0,
95,100.0,107.0,70.0,
96,99.0,111.0,77.0,
97,108.0,123.0,63.0,
98,97.0,129.0,66.0,
99,94.0,100.0,70.0,
