,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,92.0,102.0,73.0,
1,87.0,87.0,56.0,
2,117.0,125.0,92.0,
3,83.0,109.0,49.0,
4,86.0,104.0,82.0,
5,67.0,83.0,71.0,
6,80.0,94.0,71.0,
7,94.0,109.0,74.0,
8,84.0,89.0,65.0,
9,99.0,121.0,76.0,
10,86.0,91.0,53.0,
11,79.0,101.0,75.0,
12,82.0,108.0,80.0,
13,82.0,88.0,70.0,
14,70.0,88.0,74.0,
15,105.0,118.0,87.0,
16,100.0,110.0,70.0,
17,87.0,110.0,65.0,
18,72.0,75.0,52.0,
19,95.0,114.0,91.0,
20,94.0,130.0,73.0,
21,65.0,96.0,64.0,
22,71.0,77.0,64.0,
23,70.0,84.0,52.0,
24,87.0,104.0,77.0,
25,81.0,99.0,70.0,
26,78.0,107.0,68.0,
27,87.0,102.0,74.0,
28,84.0,103.0,78.0,
29,82.0,95.0,63.0,
30,96.0,125.0,92.0,
31,81.0,90.0,73.0,
32,99.0,127.0,82.0,
33,80.0,128.0,78.0,
34,96.0,110.0,86.0,
35,101.0,110.0,80.0,
36,82.0,115.0,68.0,
37,91.0,99.0,63.0,
38,87.0,110.0,81.0,
39,99.0,106.0,64.0,
40,86.0,118.0,75.0,
41,92.0,102.0,73.0,
42,99.0,113.0,72.0,
43,68.0,96.0,56.0,
44,91.0,100.0,72.0,
45,75.0,102.0,53.0,
46,79.0,103.0,64.0,
47,84.0,99.0,70.0,
48,82.0,93.0,72.0,
49,81.0,97.0,67.0,
50,94.0,110.0,64.0,
51,84.0,94.0,58.0,
52,72.0,105.0,72.0,
53,92.0,114.0,71.0,
54,83.0,97.0,74.0,
55,79.0,112.0,80.0,
56,84.0,114.0,86.0,
57,101.0,99.0,91.0,
58,72.0,96.0,61.0,
59,69.0,94.0,76.0,
60,85.0,96.0,76.0,
61,82.0,114.0,67.0,
62,79.0,97.0,78.0,
63,81.0,109.0,76.0,
64,74.0,108.0,69.0,
65,81.0,82.0,65.0,
66,89.0,107.0,69.0,
67,75.0,81.0,58.0,
68,63.0,101.0,77.0,
69,71.0,99.0,71.0,
70,88.0,101.0,59.0,
71,72.0,82.0,60.0,
72,84.0,99.0,69.0,
73,84.0,100.0,69.0,
74,112.0,119.0,92.0,
75,72.0,101.0,63.0,
76,82.0,97.0,64.0,
77,81.0,95.0,68.0,
78,73.0,87.0,80.0,
79,74.0,86.0,69.0,
80,88.0,98.0,71.0,
81,80.0,109.0,83.0,
82,80.0,107.0,71.0,
83,85.0,89.0,53.0,
84,82.0,98.0,82.0,
85,76.0,95.0,71.0,
86,84.0,106.0,54.0,
87,80.0,98.0,70.0,
88,75.0,107.0,56.0,
89,71.0,108.0,63.0,
90,71.0,83.0,63.0,
91,87.0,96.0,71.0,
92,85.0,117.0,74.0,
93,64.0,89.0,58.0,
94,83.0,104.0,80.0,
95,78.0,101.0,55.0,
96,98.0,99.0,70.0,
97,73.0,110.0,65.0,
98,79.0,96.0,57.0,
99,81.0,83.0,75.0,
