,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,30.0,41.0,24.0,
1,35.0,44.0,17.0,
2,42.0,43.0,26.0,
3,21.0,34.0,10.0,
4,35.0,35.0,15.0,
5,19.0,36.0,15.0,
6,36.0,42.0,18.0,
7,46.0,45.0,10.0,
8,27.0,33.0,10.0,
9,36.0,36.0,18.0,
10,34.0,31.0,12.0,
11,26.0,34.0,24.0,
12,29.0,40.0,18.0,
13,33.0,35.0,22.0,
14,15.0,27.0,18.0,
15,40.0,40.0,17.0,
16,29.0,38.0,17.0,
17,18.0,31.0,18.0,
18,25.0,32.0,10.0,
19,20.0,38.0,22.0,
20,28.0,50.0,18.0,
21,27.0,33.0,19.0,
22,16.0,30.0,11.0,
23,25.0,23.0,16.0,
24,20.0,31.0,18.0,
25,30.0,34.0,19.0,
26,41.0,39.0,20.0,
27,24.0,29.0,18.0,
28,30.0,38.0,16.0,
29,31.0,31.0,16.0,
30,36.0,39.0,19.0,
31,40.0,46.0,19.0,
32,41.0,36.0,17.0,
33,34.0,34.0,19.0,
34,28.0,30.0,19.0,
35,30.0,37.0,15.0,
36,37.0,41.0,22.0,
37,21.0,28.0,10.0,
38,31.0,32.0,16.0,
39,31.0,40.0,16.0,
40,23.0,40.0,19.0,
41,37.0,45.0,17.0,
42,24.0,26.0,18.0,
43,30.0,33.0,16.0,
44,26.0,36.0,9.0,
45,30.0,45.0,17.0,
46,29.0,35.0,16.0,
47,25.0,41.0,19.0,
48,25.0,32.0,10.0,
49,29.0,47.0,16.0,
50,29.0,39.0,18.0,
51,10.0,29.0,14.0,
52,25.0,26.0,20.0,
53,38.0,36.0,10.0,
54,25.0,25.0,15.0,
55,36.0,30.0,17.0,
56,34.0,43.0,19.0,
57,33.0,42.0,18.0,
58,36.0,36.0,14.0,
59,26.0,36.0,18.0,
60,30.0,37.0,20.0,
61,28.0,33.0,18.0,
62,30.0,41.0,12.0,
63,33.0,43.0,10.0,
64,26.0,31.0,24.0,
65,28.0,31.0,10.0,
66,31.0,35.0,17.0,
67,34.0,34.0,19.0,
68,16.0,28.0,15.0,
69,26.0,34.0,10.0,
70,39.0,39.0,18.0,
71,20.0,24.0,10.0,
72,40.0,40.0,10.0,
73,23.0,42.0,14.0,
74,40.0,43.0,23.0,
75,33.0,42.0,18.0,
76,28.0,35.0,16.0,
77,30.0,34.0,11.0,
78,13.0,21.0,10.0,
79,27.0,34.0,9.0,
80,40.0,49.0,18.0,
81,28.0,28.0,17.0,
82,32.0,41.0,17.0,
83,30.0,30.0,10.0,
84,26.0,40.0,21.0,
85,31.0,32.0,15.0,
86,27.0,37.0,23.0,
87,35.0,36.0,11.0,
88,24.0,33.0,9.0,
89,31.0,37.0,10.0,
90,35.0,38.0,15.0,
91,32.0,39.0,10.0,
92,43.0,35.0,17.0,
93,28.0,32.0,15.0,
94,23.0,35.0,15.0,
95,32.0,36.0,11.0,
96,30.0,34.0,19.0,
97,28.0,36.0,14.0,
98,35.0,32.0,10.0,
99,24.0,32.0,14.0,
