,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,81.0,136.0,97.0,
1,105.0,127.0,104.0,
2,108.0,141.0,108.0,
3,111.0,139.0,92.0,
4,138.0,160.0,109.0,
5,108.0,132.0,92.0,
6,118.0,131.0,79.0,
7,122.0,140.0,103.0,
8,103.0,136.0,95.0,
9,105.0,144.0,88.0,
10,130.0,150.0,102.0,
11,136.0,139.0,105.0,
12,127.0,144.0,109.0,
13,129.0,156.0,87.0,
14,122.0,147.0,118.0,
15,109.0,102.0,85.0,
16,122.0,139.0,80.0,
17,124.0,156.0,87.0,
18,84.0,105.0,98.0,
19,113.0,121.0,95.0,
20,90.0,117.0,95.0,
21,119.0,145.0,132.0,
22,100.0,136.0,111.0,
23,122.0,130.0,98.0,
24,113.0,124.0,98.0,
25,120.0,148.0,112.0,
26,92.0,119.0,98.0,
27,100.0,133.0,99.0,
28,117.0,130.0,105.0,
29,121.0,114.0,90.0,
30,131.0,127.0,71.0,
31,110.0,122.0,94.0,
32,109.0,122.0,103.0,
33,108.0,126.0,95.0,
34,99.0,121.0,106.0,
35,126.0,141.0,120.0,
36,117.0,111.0,84.0,
37,117.0,144.0,100.0,
38,123.0,146.0,97.0,
39,140.0,152.0,111.0,
40,111.0,116.0,80.0,
41,116.0,151.0,113.0,
42,100.0,136.0,93.0,
43,97.0,105.0,82.0,
44,100.0,120.0,90.0,
45,86.0,119.0,87.0,
46,105.0,130.0,89.0,
47,116.0,120.0,88.0,
48,93.0,128.0,97.0,
49,104.0,137.0,104.0,
50,77.0,94.0,102.0,
51,102.0,113.0,91.0,
52,96.0,124.0,76.0,
53,122.0,143.0,104.0,
54,112.0,133.0,107.0,
55,103.0,127.0,90.0,
56,107.0,124.0,89.0,
57,101.0,122.0,101.0,
58,114.0,145.0,110.0,
59,99.0,122.0,85.0,
60,149.0,151.0,120.0,
61,137.0,154.0,105.0,
62,90.0,125.0,89.0,
63,109.0,126.0,101.0,
64,101.0,132.0,85.0,
65,109.0,149.0,101.0,
66,110.0,124.0,75.0,
67,94.0,140.0,90.0,
68,127.0,151.0,118.0,
69,121.0,142.0,113.0,
70,89.0,122.0,99.0,
71,122.0,132.0,118.0,
72,112.0,135.0,98.0,
73,116.0,135.0,113.0,
74,119.0,133.0,105.0,
75,120.0,143.0,87.0,
76,106.0,129.0,85.0,
77,105.0,148.0,87.0,
78,129.0,141.0,111.0,
79,110.0,146.0,104.0,
80,107.0,131.0,100.0,
81,116.0,100.0,96.0,
82,95.0,122.0,88.0,
83,92.0,128.0,77.0,
84,97.0,120.0,120.0,
85,100.0,123.0,85.0,
86,100.0,111.0,75.0,
87,101.0,109.0,82.0,
88,127.0,135.0,97.0,
89,129.0,117.0,97.0,
90,125.0,144.0,133.0,
91,124.0,151.0,100.0,
92,150.0,160.0,114.0,
93,144.0,148.0,102.0,
94,108.0,137.0,91.0,
95,127.0,152.0,111.0,
96,114.0,128.0,93.0,
97,95.0,118.0,89.0,
98,116.0,131.0,97.0,
99,104.0,124.0,92.0,
