,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,38.0,28.0,18.0,
1,33.0,42.0,27.0,
2,27.0,40.0,18.0,
3,33.0,52.0,20.0,
4,47.0,60.0,25.0,
5,34.0,34.0,20.0,
6,42.0,44.0,19.0,
7,36.0,46.0,19.0,
8,34.0,34.0,15.0,
9,32.0,29.0,28.0,
10,47.0,49.0,18.0,
11,23.0,37.0,25.0,
12,33.0,38.0,27.0,
13,45.0,54.0,19.0,
14,32.0,33.0,26.0,
15,36.0,39.0,13.0,
16,34.0,44.0,20.0,
17,49.0,51.0,20.0,
18,27.0,39.0,19.0,
19,37.0,37.0,19.0,
20,36.0,44.0,18.0,
21,30.0,42.0,26.0,
22,53.0,37.0,26.0,
23,32.0,38.0,19.0,
24,37.0,42.0,18.0,
25,36.0,47.0,26.0,
26,40.0,40.0,18.0,
27,36.0,43.0,24.0,
28,23.0,32.0,28.0,
29,32.0,32.0,16.0,
30,41.0,40.0,19.0,
31,27.0,37.0,16.0,
32,27.0,29.0,28.0,
33,40.0,34.0,18.0,
34,36.0,42.0,18.0,
35,50.0,44.0,27.0,
36,26.0,36.0,20.0,
37,43.0,43.0,22.0,
38,42.0,43.0,19.0,
39,37.0,48.0,24.0,
40,32.0,37.0,22.0,
41,37.0,54.0,27.0,
42,31.0,48.0,20.0,
43,27.0,27.0,18.0,
44,45.0,46.0,19.0,
45,27.0,32.0,19.0,
46,33.0,40.0,18.0,
47,36.0,36.0,15.0,
48,36.0,40.0,27.0,
49,41.0,40.0,20.0,
50,43.0,36.0,20.0,
51,31.0,31.0,19.0,
52,33.0,36.0,17.0,
53,42.0,44.0,23.0,
54,34.0,36.0,19.0,
55,43.0,48.0,24.0,
56,42.0,41.0,18.0,
57,20.0,30.0,20.0,
58,36.0,41.0,22.0,
59,34.0,46.0,15.0,
60,66.0,64.0,20.0,
61,41.0,45.0,20.0,
62,31.0,34.0,17.0,
63,44.0,45.0,17.0,
64,17.0,30.0,18.0,
65,44.0,42.0,26.0,
66,31.0,36.0,16.0,
67,29.0,42.0,14.0,
68,42.0,44.0,29.0,
69,46.0,49.0,23.0,
70,18.0,25.0,18.0,
71,25.0,42.0,18.0,
72,46.0,50.0,23.0,
73,45.0,35.0,27.0,
74,35.0,41.0,26.0,
75,44.0,46.0,18.0,
76,40.0,38.0,16.0,
77,42.0,58.0,18.0,
78,44.0,47.0,28.0,
79,37.0,43.0,20.0,
80,44.0,38.0,25.0,
81,35.0,44.0,18.0,
82,23.0,33.0,20.0,
83,28.0,28.0,13.0,
84,24.0,32.0,28.0,
85,44.0,46.0,26.0,
86,38.0,36.0,20.0,
87,22.0,22.0,19.0,
88,35.0,50.0,18.0,
89,28.0,43.0,22.0,
90,25.0,47.0,28.0,
91,43.0,48.0,20.0,
92,46.0,47.0,28.0,
93,52.0,55.0,20.0,
94,27.0,40.0,20.0,
95,38.0,45.0,19.0,
96,49.0,48.0,27.0,
97,14.0,14.0,20.0,
98,24.0,24.0,17.0,
99,37.0,47.0,23.0,
