,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,80.0,104.0,70.0,
1,92.0,106.0,102.0,
2,72.0,86.0,88.0,
3,91.0,96.0,84.0,
4,119.0,123.0,101.0,
5,75.0,100.0,88.0,
6,111.0,115.0,83.0,
7,91.0,111.0,75.0,
8,91.0,107.0,73.0,
9,90.0,106.0,99.0,
10,96.0,117.0,80.0,
11,86.0,117.0,91.0,
12,99.0,130.0,117.0,
13,87.0,112.0,95.0,
14,116.0,123.0,113.0,
15,85.0,104.0,82.0,
16,96.0,102.0,74.0,
17,88.0,96.0,82.0,
18,78.0,90.0,63.0,
19,85.0,90.0,74.0,
20,83.0,105.0,104.0,
21,98.0,126.0,114.0,
22,79.0,119.0,93.0,
23,76.0,94.0,86.0,
24,100.0,123.0,91.0,
25,86.0,108.0,98.0,
26,93.0,112.0,112.0,
27,96.0,107.0,87.0,
28,86.0,102.0,118.0,
29,93.0,109.0,82.0,
30,104.0,111.0,72.0,
31,88.0,109.0,88.0,
32,79.0,89.0,88.0,
33,73.0,89.0,85.0,
34,74.0,97.0,95.0,
35,105.0,130.0,111.0,
36,76.0,113.0,88.0,
37,80.0,118.0,84.0,
38,81.0,98.0,78.0,
39,91.0,126.0,82.0,
40,74.0,77.0,79.0,
41,101.0,121.0,91.0,
42,74.0,99.0,71.0,
43,88.0,90.0,76.0,
44,92.0,91.0,81.0,
45,58.0,97.0,89.0,
46,99.0,104.0,88.0,
47,97.0,91.0,78.0,
48,93.0,99.0,69.0,
49,93.0,123.0,87.0,
50,65.0,93.0,86.0,
51,78.0,92.0,80.0,
52,85.0,98.0,71.0,
53,94.0,111.0,95.0,
54,87.0,100.0,105.0,
55,80.0,105.0,93.0,
56,94.0,114.0,67.0,
57,81.0,91.0,98.0,
58,88.0,94.0,102.0,
59,82.0,113.0,87.0,
60,99.0,130.0,104.0,
61,97.0,120.0,78.0,
62,91.0,105.0,76.0,
63,82.0,94.0,73.0,
64,87.0,105.0,80.0,
65,90.0,114.0,74.0,
66,80.0,106.0,62.0,
67,91.0,118.0,91.0,
68,99.0,139.0,98.0,
69,101.0,106.0,91.0,
70,92.0,105.0,76.0,
71,91.0,104.0,78.0,
72,93.0,97.0,94.0,
73,94.0,127.0,106.0,
74,87.0,108.0,75.0,
75,92.0,110.0,97.0,
76,76.0,82.0,85.0,
77,94.0,105.0,93.0,
78,89.0,111.0,108.0,
79,89.0,109.0,76.0,
80,84.0,88.0,87.0,
81,74.0,95.0,77.0,
82,70.0,119.0,79.0,
83,72.0,102.0,70.0,
84,63.0,95.0,94.0,
85,92.0,94.0,79.0,
86,76.0,88.0,75.0,
87,90.0,104.0,104.0,
88,98.0,112.0,84.0,
89,98.0,113.0,86.0,
90,104.0,123.0,85.0,
91,90.0,111.0,86.0,
92,83.0,118.0,97.0,
93,99.0,117.0,96.0,
94,98.0,120.0,85.0,
95,86.0,93.0,74.0,
96,108.0,127.0,90.0,
97,99.0,100.0,80.0,
98,74.0,106.0,91.0,
99,81.0,81.0,82.0,
