,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,17.0,23.0,9.0,23.0
1,19.0,19.0,10.0,21.0
2,9.0,15.0,9.0,21.0
3,8.0,17.0,9.0,17.0
4,15.0,15.0,8.0,20.0
5,6.0,13.0,13.0,19.000000000000718
6,15.0,15.0,8.0,22.0
7,10.0,10.0,10.0,14.0
8,17.0,22.0,13.0,22.0
9,10.0,10.0,5.0,12.0
10,15.0,14.0,8.0,15.0
11,9.0,14.0,15.0,24.0
12,12.0,15.0,21.0,21.0
13,15.0,23.0,15.0,23.0
14,11.0,12.0,6.0,12.0
15,10.0,19.0,10.0,20.0
16,7.0,14.0,8.0,14.00000000001332
17,10.0,10.0,10.0,18.0
18,14.0,14.0,14.0,22.999999999999996
19,16.0,16.0,12.0,18.0
20,16.0,22.0,16.0,22.0
21,18.0,18.0,18.0,24.0
22,14.0,21.0,14.0,27.0
23,10.0,10.0,9.0,14.0
24,18.0,24.0,8.0,32.0
25,10.0,15.0,5.0,15.0
26,25.0,23.0,16.0,32.0
27,15.0,23.0,9.0,23.0
28,14.0,14.0,6.0,17.0
29,15.0,15.0,14.0,24.0
30,11.0,11.0,7.0,18.0
31,16.0,21.0,9.0,21.000000000007972
32,8.0,15.0,14.0,15.0
33,13.0,14.0,8.0,19.000000000022204
34,11.0,11.0,6.0,12.000000000026976
35,17.0,22.0,14.0,25.0
36,16.0,16.0,16.0,17.0
37,16.0,16.0,18.0,25.0
38,10.0,10.0,9.0,14.0
39,14.0,20.0,12.0,20.0
40,11.0,20.0,11.0,20.0
41,17.0,15.0,17.0,24.0
42,9.0,9.0,9.0,15.000000000000002
43,16.0,16.0,8.0,23.0
44,16.0,17.0,9.0,17.0
45,17.0,12.0,11.0,20.0
46,13.0,18.0,15.0,20.0
47,12.0,12.0,12.0,20.0
48,17.0,17.0,10.0,17.0
49,12.0,12.0,12.0,18.0
50,12.0,19.0,7.0,19.0
51,9.0,9.0,5.0,16.0
52,11.0,11.0,6.0,12.0
53,11.0,11.0,6.0,12.0
54,7.0,13.0,17.0,17.0
55,19.0,19.0,10.0,21.0
56,6.0,12.0,15.0,16.0
57,7.0,7.0,14.0,14.0
58,13.0,13.0,11.0,19.0
59,18.0,18.0,15.0,24.0
60,20.0,15.0,15.0,21.0
61,12.0,17.0,12.0,17.0
62,14.0,14.0,11.0,21.0
63,16.0,19.0,10.0,22.0
64,15.0,15.0,10.0,17.0
65,9.0,9.0,8.0,17.0
66,23.0,23.0,15.0,23.0
67,13.0,13.0,13.0,21.0
68,10.0,10.0,10.0,18.0
69,14.0,16.0,14.0,16.0
70,16.0,16.0,9.0,16.0
71,8.0,14.0,8.0,19.0
72,15.0,15.0,17.0,20.0
73,16.0,16.0,16.0,21.0
74,15.0,17.0,9.0,17.0
75,14.0,14.0,15.0,18.0
76,15.0,15.0,15.0,22.0
77,10.0,10.0,5.0,11.0
78,6.0,15.0,15.0,20.0
79,15.0,17.0,10.0,18.0
80,10.0,15.0,10.0,15.0
81,8.0,18.0,10.0,18.0
82,9.0,16.0,9.0,16.0
83,9.0,15.0,9.0,15.000000000023583
84,10.0,16.0,10.0,27.0
85,15.0,15.0,10.0,24.0
86,18.0,18.0,15.0,18.0
87,14.0,14.0,14.0,20.0
88,19.0,19.0,10.0,19.0
89,10.0,10.0,10.0,10.0
90,16.0,16.0,10.0,21.0
91,15.0,24.0,16.0,30.0
92,20.0,20.0,19.0,34.0
93,18.0,23.0,10.0,23.0
94,10.0,18.0,10.0,18.0
95,13.0,13.0,13.0,18.0
96,16.0,21.0,9.0,21.0
97,13.0,13.0,13.0,13.0
98,20.0,14.0,13.0,20.0
99,15.0,15.0,15.0,24.0
