,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,18.0,28.0,26.0,
1,20.0,42.0,27.0,
2,24.0,37.0,19.0,
3,33.0,52.0,20.0,
4,49.0,55.0,25.0,
5,47.0,40.0,18.0,
6,34.0,34.0,17.0,
7,36.0,46.0,18.0,
8,29.0,34.0,15.0,
9,27.0,34.0,28.0,
10,51.0,49.0,17.0,
11,23.0,38.0,25.0,
12,34.0,37.0,27.0,
13,42.0,50.0,19.0,
14,32.0,33.0,26.0,
15,30.0,30.0,14.0,
16,32.0,40.0,20.0,
17,42.0,47.0,18.0,
18,27.0,32.0,19.0,
19,37.0,37.0,19.0,
20,36.0,37.0,18.0,
21,23.0,38.0,26.0,
22,40.0,38.0,21.0,
23,28.0,38.0,19.0,
24,40.0,40.0,17.0,
25,26.0,40.0,26.0,
26,40.0,40.0,19.0,
27,34.0,40.0,19.0,
28,28.0,31.0,28.0,
29,32.0,32.0,16.0,
30,41.0,40.0,10.0,
31,28.0,35.0,15.0,
32,27.0,29.0,20.0,
33,39.0,32.0,18.0,
34,39.0,42.0,25.0,
35,48.0,42.0,27.0,
36,25.0,25.0,20.0,
37,44.0,40.0,22.0,
38,43.0,41.0,19.0,
39,37.0,48.0,20.0,
40,32.0,37.0,22.0,
41,41.0,38.0,27.0,
42,31.0,44.0,20.0,
43,25.0,25.0,13.0,
44,23.0,37.0,18.0,
45,25.0,25.0,19.0,
46,22.0,39.0,18.0,
47,37.0,37.0,25.0,
48,30.0,30.0,20.0,
49,43.0,41.0,20.0,
50,27.0,27.0,20.0,
51,17.0,30.0,19.0,
52,33.0,33.0,17.0,
53,44.0,43.0,23.0,
54,34.0,31.0,19.0,
55,22.0,39.0,24.0,
56,33.0,22.0,18.0,
57,36.0,30.0,20.0,
58,30.0,34.0,22.0,
59,28.0,46.0,16.0,
60,59.0,60.0,20.0,
61,38.0,45.0,20.0,
62,22.0,32.0,17.0,
63,37.0,37.0,17.0,
64,17.0,30.0,18.0,
65,18.0,32.0,18.0,
66,31.0,37.0,16.0,
67,29.0,39.0,12.0,
68,38.0,41.0,28.0,
69,46.0,49.0,23.0,
70,17.0,24.0,20.0,
71,25.0,42.0,26.0,
72,44.0,40.0,22.0,
73,35.0,36.0,27.0,
74,33.0,41.0,26.0,
75,44.0,46.0,18.0,
76,39.0,39.0,22.0,
77,46.0,55.0,16.0,
78,41.0,44.0,27.0,
79,26.0,34.0,21.0,
80,23.0,29.0,26.0,
81,33.0,40.0,18.0,
82,23.0,33.0,23.0,
83,28.0,28.0,13.0,
84,24.0,32.0,28.0,
85,21.0,37.0,19.0,
86,37.0,37.0,13.0,
87,22.0,22.0,10.0,
88,37.0,51.0,16.0,
89,23.0,42.0,23.0,
90,43.0,39.0,28.0,
91,46.0,46.0,20.0,
92,46.0,47.0,28.0,
93,53.0,53.0,20.0,
94,27.0,39.0,20.0,
95,38.0,41.0,18.0,
96,45.0,46.0,27.0,
97,11.0,24.0,20.0,
98,24.0,24.0,16.0,
99,37.0,32.0,21.0,
