,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,90.0,108.0,75.0,
1,90.0,113.0,95.0,
2,118.0,140.0,113.0,
3,88.0,109.0,76.0,
4,101.0,102.0,80.0,
5,87.0,104.0,82.0,
6,84.0,114.0,94.0,
7,97.0,112.0,86.0,
8,89.0,94.0,78.0,
9,82.0,100.0,78.0,
10,94.0,110.0,75.0,
11,78.0,94.0,74.0,
12,95.0,114.0,87.0,
13,71.0,97.0,75.0,
14,77.0,102.0,92.0,
15,108.0,125.0,100.0,
16,78.0,114.0,91.0,
17,87.0,88.0,86.0,
18,91.0,110.0,67.0,
19,120.0,134.0,107.0,
20,111.0,140.0,96.0,
21,90.0,101.0,94.0,
22,82.0,91.0,89.0,
23,62.0,88.0,69.0,
24,72.0,91.0,77.0,
25,93.0,101.0,83.0,
26,88.0,112.0,78.0,
27,101.0,119.0,81.0,
28,92.0,104.0,85.0,
29,83.0,106.0,82.0,
30,117.0,147.0,113.0,
31,81.0,103.0,69.0,
32,95.0,124.0,85.0,
33,105.0,110.0,97.0,
34,104.0,132.0,106.0,
35,91.0,105.0,86.0,
36,86.0,111.0,78.0,
37,92.0,95.0,75.0,
38,92.0,107.0,82.0,
39,79.0,85.0,67.0,
40,89.0,136.0,98.0,
41,97.0,121.0,82.0,
42,92.0,120.0,81.0,
43,74.0,97.0,65.0,
44,92.0,110.0,84.0,
45,72.0,88.0,59.0,
46,78.0,97.0,78.0,
47,84.0,98.0,92.0,
48,83.0,101.0,77.0,
49,100.0,109.0,85.0,
50,112.0,125.0,80.0,
51,81.0,92.0,74.0,
52,81.0,108.0,85.0,
53,94.0,115.0,75.0,
54,82.0,107.0,90.0,
55,112.0,116.0,101.0,
56,89.0,115.0,81.0,
57,111.0,119.0,97.0,
58,86.0,104.0,85.0,
59,90.0,117.0,76.0,
60,84.0,89.0,78.0,
61,97.0,111.0,75.0,
62,107.0,108.0,80.0,
63,90.0,117.0,83.0,
64,80.0,111.0,79.0,
65,92.0,107.0,78.0,
66,102.0,121.0,100.0,
67,84.0,93.0,74.0,
68,97.0,104.0,102.0,
69,91.0,117.0,85.0,
70,96.0,110.0,80.0,
71,69.0,99.0,81.0,
72,82.0,93.0,74.0,
73,87.0,108.0,90.0,
74,115.0,120.0,97.0,
75,85.0,101.0,78.0,
76,104.0,113.0,82.0,
77,98.0,99.0,78.0,
78,92.0,104.0,91.0,
79,74.0,104.0,72.0,
80,90.0,109.0,89.0,
81,100.0,131.0,94.0,
82,86.0,117.0,88.0,
83,76.0,95.0,77.0,
84,82.0,100.0,83.0,
85,93.0,109.0,92.0,
86,66.0,94.0,59.0,
87,104.0,116.0,81.0,
88,71.0,108.0,75.0,
89,85.0,97.0,76.0,
90,81.0,117.0,84.0,
91,101.0,126.0,75.0,
92,100.0,118.0,90.0,
93,53.0,82.0,56.0,
94,68.0,92.0,69.0,
95,77.0,105.0,72.0,
96,84.0,98.0,79.0,
97,90.0,121.0,83.0,
98,82.0,118.0,71.0,
99,90.0,94.0,80.0,
