,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,44.0,59.0,47.0,
1,51.0,58.0,40.0,
2,42.0,61.0,46.0,
3,58.0,58.0,58.0,
4,40.0,54.0,54.0,
5,53.0,58.0,55.0,
6,51.0,58.0,53.0,
7,51.0,58.0,52.0,
8,49.0,55.0,50.0,
9,35.0,46.0,45.0,
10,50.0,72.0,49.0,
11,46.0,69.0,70.0,
12,36.0,47.0,45.0,
13,48.0,60.0,43.0,
14,47.0,53.0,37.0,
15,45.0,51.0,51.0,
16,39.0,58.0,60.0,
17,51.0,58.0,53.0,
18,49.0,51.0,51.0,
19,67.0,83.0,55.0,
20,44.0,52.0,48.0,
21,47.0,53.0,55.0,
22,36.0,46.0,43.0,
23,54.0,70.0,73.0,
24,51.0,68.0,51.0,
25,49.0,54.0,43.0,
26,58.0,67.0,41.0,
27,39.0,45.0,33.0,
28,54.0,54.0,49.0,
29,48.0,57.0,43.0,
30,49.0,68.0,45.0,
31,54.0,68.0,62.0,
32,51.0,51.0,43.0,
33,55.0,54.0,50.0,
34,51.0,65.0,51.0,
35,64.0,71.0,55.0,
36,49.0,49.0,49.0,
37,57.0,62.0,56.0,
38,65.0,65.0,43.0,
39,54.0,60.0,51.0,
40,67.0,67.0,54.0,
41,59.0,61.0,55.0,
42,50.0,61.0,42.0,
43,54.0,68.0,44.0,
44,50.0,63.0,53.0,
45,46.0,58.0,46.0,
46,58.0,69.0,65.0,
47,60.0,66.0,57.0,
48,58.0,58.0,46.0,
49,54.0,55.0,46.0,
50,42.0,53.0,56.0,
51,42.0,42.0,52.0,
52,65.0,81.0,62.0,
53,53.0,65.0,48.0,
54,47.0,57.0,41.0,
55,45.0,57.0,38.0,
56,62.0,61.0,64.0,
57,59.0,67.0,46.0,
58,43.0,48.0,36.0,
59,53.0,56.0,53.0,
60,47.0,53.0,39.0,
61,38.0,47.0,33.0,
62,40.0,54.0,48.0,
63,51.0,56.0,49.0,
64,44.0,49.0,54.0,
65,38.0,44.0,37.0,
66,53.0,60.0,56.0,
67,52.0,59.0,38.0,
68,53.0,62.0,47.0,
69,45.0,66.0,51.0,
70,53.0,60.0,57.0,
71,41.0,46.0,42.0,
72,57.0,70.0,62.0,
73,33.0,35.0,37.0,
74,59.0,66.0,48.0,
75,46.0,59.0,44.0,
76,58.0,69.0,48.0,
77,59.0,65.0,53.0,
78,54.0,81.0,63.0,
79,39.0,49.0,43.0,
80,51.0,51.0,36.0,
81,46.0,54.0,46.0,
82,47.0,57.0,54.0,
83,41.0,56.0,52.0,
84,36.0,54.0,49.0,
85,62.0,67.0,65.0,
86,55.0,61.0,53.0,
87,42.0,52.0,40.0,
88,45.0,51.0,41.0,
89,57.0,57.0,45.0,
90,50.0,66.0,61.0,
91,48.0,56.0,42.0,
92,52.0,52.0,49.0,
93,41.0,54.0,44.0,
94,57.0,63.0,64.0,
95,54.0,62.0,38.0,
96,42.0,52.0,58.0,
97,58.0,63.0,49.0,
98,35.0,40.0,33.0,
99,55.0,55.0,48.0,
