,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,75.0,119.0,95.0,
1,105.0,121.0,113.0,
2,84.0,107.0,88.0,
3,116.0,134.0,102.0,
4,146.0,160.0,105.0,
5,102.0,132.0,99.0,
6,114.0,126.0,87.0,
7,107.0,130.0,94.0,
8,94.0,120.0,74.0,
9,104.0,129.0,100.0,
10,108.0,133.0,88.0,
11,109.0,119.0,86.0,
12,102.0,144.0,107.0,
13,114.0,136.0,122.0,
14,110.0,128.0,102.0,
15,111.0,117.0,99.0,
16,117.0,124.0,73.0,
17,106.0,146.0,89.0,
18,84.0,105.0,98.0,
19,92.0,93.0,75.0,
20,90.0,108.0,91.0,
21,112.0,131.0,113.0,
22,99.0,129.0,96.0,
23,98.0,124.0,99.0,
24,131.0,144.0,99.0,
25,110.0,131.0,100.0,
26,107.0,117.0,92.0,
27,110.0,119.0,95.0,
28,117.0,132.0,118.0,
29,108.0,126.0,87.0,
30,125.0,136.0,76.0,
31,105.0,141.0,95.0,
32,99.0,112.0,78.0,
33,105.0,115.0,83.0,
34,84.0,108.0,85.0,
35,121.0,153.0,120.0,
36,96.0,123.0,85.0,
37,107.0,136.0,89.0,
38,112.0,120.0,96.0,
39,107.0,140.0,105.0,
40,86.0,87.0,76.0,
41,104.0,139.0,98.0,
42,84.0,126.0,85.0,
43,90.0,95.0,80.0,
44,105.0,118.0,93.0,
45,94.0,127.0,79.0,
46,102.0,122.0,76.0,
47,100.0,105.0,84.0,
48,95.0,125.0,96.0,
49,101.0,129.0,102.0,
50,70.0,88.0,84.0,
51,101.0,99.0,86.0,
52,95.0,107.0,73.0,
53,112.0,135.0,83.0,
54,110.0,111.0,96.0,
55,103.0,129.0,106.0,
56,93.0,120.0,79.0,
57,91.0,101.0,101.0,
58,90.0,117.0,106.0,
59,93.0,121.0,93.0,
60,148.0,143.0,113.0,
61,117.0,132.0,97.0,
62,87.0,113.0,77.0,
63,94.0,97.0,81.0,
64,80.0,115.0,79.0,
65,106.0,122.0,90.0,
66,95.0,110.0,67.0,
67,92.0,136.0,80.0,
68,114.0,143.0,111.0,
69,98.0,123.0,117.0,
70,104.0,123.0,91.0,
71,99.0,111.0,98.0,
72,106.0,129.0,88.0,
73,95.0,128.0,103.0,
74,95.0,113.0,95.0,
75,123.0,141.0,87.0,
76,100.0,108.0,101.0,
77,97.0,115.0,86.0,
78,108.0,130.0,121.0,
79,113.0,131.0,86.0,
80,100.0,116.0,89.0,
81,94.0,116.0,93.0,
82,91.0,111.0,86.0,
83,72.0,115.0,78.0,
84,83.0,107.0,108.0,
85,84.0,116.0,87.0,
86,93.0,113.0,80.0,
87,88.0,118.0,96.0,
88,113.0,129.0,99.0,
89,94.0,118.0,79.0,
90,112.0,123.0,88.0,
91,128.0,147.0,99.0,
92,121.0,132.0,107.0,
93,118.0,136.0,102.0,
94,111.0,115.0,86.0,
95,104.0,132.0,80.0,
96,105.0,122.0,67.0,
97,94.0,118.0,91.0,
98,91.0,110.0,91.0,
99,88.0,111.0,86.0,
