,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,44.0,43.0,43.0,
1,52.0,75.0,66.0,
2,65.0,60.0,51.0,
3,49.0,60.0,43.0,
4,54.0,61.0,52.0,
5,52.0,66.0,62.0,
6,48.0,55.0,46.0,
7,49.0,49.0,33.0,
8,50.0,62.0,48.0,
9,40.0,51.0,38.0,
10,59.0,69.0,50.0,
11,51.0,56.0,53.0,
12,62.0,52.0,55.0,
13,44.0,52.0,52.0,
14,54.0,59.0,55.0,
15,70.0,75.0,61.0,
16,46.0,56.0,43.0,
17,57.0,52.0,52.0,
18,50.0,57.0,55.0,
19,74.0,79.0,70.0,
20,66.0,90.0,68.0,
21,66.0,68.0,42.0,
22,49.0,52.0,48.0,
23,37.0,49.0,48.0,
24,46.0,60.0,56.0,
25,59.0,66.0,50.0,
26,52.0,52.0,51.0,
27,56.0,64.0,55.0,
28,38.0,50.0,44.0,
29,56.0,61.0,44.0,
30,66.0,75.0,80.0,
31,45.0,61.0,42.0,
32,59.0,60.0,51.0,
33,59.0,62.0,44.0,
34,71.0,86.0,67.0,
35,60.0,69.0,62.0,
36,51.0,56.0,49.0,
37,64.0,72.0,51.0,
38,50.0,59.0,51.0,
39,46.0,57.0,37.0,
40,54.0,70.0,51.0,
41,56.0,67.0,45.0,
42,44.0,55.0,43.0,
43,43.0,59.0,41.0,
44,45.0,59.0,39.0,
45,54.0,60.0,47.0,
46,70.0,72.0,48.0,
47,53.0,67.0,43.0,
48,48.0,62.0,47.0,
49,47.0,57.0,41.0,
50,43.0,48.0,36.0,
51,46.0,58.0,43.0,
52,49.0,73.0,55.0,
53,50.0,58.0,40.0,
54,57.0,63.0,52.0,
55,55.0,62.0,48.0,
56,56.0,66.0,40.0,
57,63.0,69.0,67.0,
58,42.0,57.0,41.0,
59,49.0,58.0,51.0,
60,42.0,48.0,49.0,
61,54.0,59.0,48.0,
62,53.0,69.0,54.0,
63,52.0,63.0,48.0,
64,44.0,66.0,49.0,
65,59.0,66.0,62.0,
66,57.0,82.0,65.0,
67,37.0,51.0,35.0,
68,73.0,72.0,61.0,
69,61.0,60.0,55.0,
70,59.0,69.0,62.0,
71,49.0,61.0,54.0,
72,38.0,51.0,47.0,
73,40.0,55.0,52.0,
74,35.0,45.0,42.0,
75,56.0,62.0,42.0,
76,64.0,68.0,44.0,
77,52.0,65.0,52.0,
78,57.0,62.0,53.0,
79,59.0,77.0,60.0,
80,47.0,56.0,45.0,
81,77.0,82.0,54.0,
82,58.0,69.0,58.0,
83,49.0,54.0,47.0,
84,47.0,58.0,49.0,
85,54.0,68.0,51.0,
86,36.0,47.0,31.0,
87,54.0,76.0,48.0,
88,55.0,65.0,55.0,
89,42.0,53.0,37.0,
90,48.0,42.0,35.0,
91,57.0,72.0,45.0,
92,37.0,58.0,46.0,
93,38.0,48.0,44.0,
94,43.0,50.0,51.0,
95,49.0,54.0,36.0,
96,59.0,69.0,54.0,
97,44.0,49.0,46.0,
98,49.0,59.0,39.0,
99,62.0,72.0,48.0,
