,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,22.0,28.0,24.0,36.0
1,30.0,42.0,27.0,44.0
2,28.0,35.0,28.0,42.0
3,20.0,27.0,23.0,32.0
4,33.0,33.0,30.0,43.0
5,29.0,29.0,29.0,35.0
6,22.0,30.0,21.0,38.0
7,34.0,35.0,39.0,48.0
8,29.0,28.0,24.0,39.0
9,23.0,23.0,24.0,30.0
10,29.0,34.0,18.0,40.0
11,24.0,30.0,34.0,41.0
12,19.0,25.0,29.0,35.0
13,28.0,32.0,25.0,37.0
14,25.0,30.0,25.0,36.0
15,13.0,19.0,13.0,24.0
16,22.0,22.0,20.0,40.0
17,34.0,40.0,32.0,46.0
18,21.0,32.0,27.0,41.0
19,29.0,39.0,29.0,45.0
20,26.0,36.0,25.0,39.0
21,33.0,44.0,25.0,49.0
22,25.0,31.0,25.0,36.0
23,24.0,35.0,40.0,51.0
24,17.0,30.0,25.0,34.0
25,22.0,27.0,23.0,28.0
26,27.0,33.0,22.0,36.00000000002005
27,27.0,27.0,21.0,38.000000000413884
28,32.0,37.0,40.0,48.0
29,31.0,37.0,28.0,44.0
30,29.0,34.0,29.0,50.0
31,25.0,32.0,22.0,40.0
32,19.0,19.0,19.0,19.0
33,26.0,26.0,22.0,27.0
34,27.0,32.0,33.0,47.0
35,20.0,41.0,31.0,41.0
36,29.0,29.0,28.0,40.0
37,30.0,36.0,29.0,51.0
38,37.0,43.0,27.0,48.0
39,28.0,36.0,31.0,42.0
40,33.0,33.0,33.0,43.00000000001101
41,25.0,31.0,31.0,37.0
42,29.0,36.0,24.0,37.0
43,31.0,36.0,28.0,41.0
44,38.0,38.0,25.0,44.0
45,23.0,29.0,29.0,41.0
46,32.0,32.0,25.0,39.00000000000001
47,32.0,32.0,32.0,40.0
48,25.0,31.0,30.0,37.0
49,28.0,33.0,25.0,45.0
50,27.0,27.0,37.0,37.0
51,23.0,35.0,40.0,49.000000000000014
52,28.0,34.0,31.0,46.0
53,32.0,32.0,30.0,32.0
54,30.0,30.0,30.0,37.0
55,26.0,36.0,26.0,43.0
56,32.0,38.0,41.0,47.0
57,24.0,34.0,28.0,46.0
58,26.0,34.0,36.0,42.00000000000001
59,25.0,25.0,23.0,36.0
60,21.0,27.0,27.0,33.0
61,28.0,28.0,27.0,31.0
62,21.0,31.0,23.0,32.00000000003523
63,23.0,28.0,28.0,33.0
64,24.0,34.0,29.0,46.0
65,23.0,23.0,23.0,23.000000000000004
66,25.0,30.0,29.0,45.0
67,26.0,33.0,26.0,40.0
68,30.0,36.0,30.0,36.0
69,24.0,41.0,34.0,51.0
70,26.0,35.0,31.0,36.00000000001376
71,12.0,17.0,12.0,17.0
72,28.0,34.0,26.0,41.0
73,19.0,19.0,21.0,21.000000481804843
74,34.0,39.0,36.0,47.0
75,27.0,27.0,29.0,36.0
76,29.0,35.0,28.0,41.0
77,32.0,32.0,31.0,38.0
78,37.0,37.0,38.0,46.0
79,26.0,26.0,21.0,36.0
80,24.0,24.0,24.0,35.0
81,19.0,27.0,25.0,29.0
82,24.0,34.0,24.0,37.0
83,16.0,26.0,21.0,26.0
84,15.0,31.0,22.0,31.0
85,39.0,39.0,39.0,44.0
86,28.0,28.0,23.0,33.000000000018204
87,17.0,25.0,17.0,27.0
88,26.0,34.0,34.0,34.0
89,25.0,25.0,19.0,25.0
90,26.0,26.0,32.0,40.0
91,28.0,36.0,33.0,36.0
92,28.0,28.0,31.0,44.0
93,29.0,37.0,27.0,44.0
94,34.0,47.0,41.0,62.0
95,32.0,32.0,22.0,40.0
96,36.0,36.0,38.0,51.0
97,32.0,38.0,25.0,51.0
98,23.0,23.0,23.0,23.000001384487618
99,33.0,38.0,26.0,38.0
