,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,43.0,48.0,42.0,53.0
1,45.0,59.0,51.0,59.0
2,50.0,46.0,50.0,62.0
3,44.0,44.0,39.0,50.0
4,46.0,51.0,45.0,51.0
5,49.0,54.0,49.0,0.0
6,45.0,52.0,41.0,64.00000000000006
7,33.0,38.0,33.0,39.0
8,45.0,50.0,36.0,60.0
9,35.0,40.0,35.0,49.0
10,48.0,55.0,55.0,67.0
11,41.0,46.0,46.0,61.0
12,43.0,43.0,45.0,57.0
13,40.0,45.0,38.0,56.0
14,49.0,49.0,49.0,49.0
15,62.0,62.0,59.0,69.0
16,38.0,43.0,37.0,52.0
17,42.0,47.0,44.0,57.0
18,49.0,51.0,47.0,64.0
19,61.0,61.0,70.0,70.0
20,56.0,61.0,56.0,68.0
21,50.0,61.0,41.0,61.0
22,41.0,41.0,41.0,41.0
23,41.0,41.0,43.0,50.00000000000007
24,49.0,49.0,44.0,55.0
25,47.0,54.0,46.0,59.0
26,41.0,58.0,44.0,58.0
27,49.0,54.0,49.0,54.0
28,38.0,44.0,39.0,57.0
29,43.0,54.0,43.0,64.0
30,42.0,53.0,47.0,58.0
31,43.0,49.0,39.0,59.0
32,48.0,48.0,43.0,58.0
33,46.0,46.0,41.0,52.0
34,52.0,62.0,57.0,67.0
35,46.0,51.0,45.0,56.0
36,39.0,39.0,50.0,50.00000125159667
37,48.0,48.0,37.0,61.00000000000002
38,41.0,46.0,44.0,60.0
39,45.0,45.0,38.0,56.0
40,41.0,58.0,53.0,67.0
41,46.0,51.0,36.0,59.0
42,33.0,38.0,38.0,44.0
43,38.0,37.0,36.0,50.0
44,40.0,40.0,33.0,46.0
45,44.0,50.0,42.0,56.0
46,64.0,69.0,39.0,76.0
47,41.0,57.0,42.0,57.0
48,44.0,44.0,37.0,51.0
49,37.0,42.0,34.0,49.000000000000014
50,34.0,44.0,34.0,44.0
51,38.0,48.0,38.0,58.0
52,48.0,60.0,48.0,66.00000022244423
53,34.0,39.0,33.0,48.0
54,33.0,40.0,40.0,40.0
55,49.0,57.0,48.0,62.0
56,42.0,47.0,47.0,47.0
57,49.0,55.0,55.0,60.0
58,44.0,44.0,45.0,55.0000000000135
59,43.0,43.0,45.0,56.0
60,43.0,48.0,43.0,54.0
61,37.0,43.0,33.0,48.0
62,51.0,51.0,44.0,66.00000000000355
63,43.0,52.0,41.0,60.0
64,54.0,62.0,54.0,67.0
65,47.0,47.0,52.0,68.0
66,37.0,37.0,44.0,44.0
67,51.0,53.0,36.0,58.0
68,55.0,55.0,55.0,61.0
69,46.0,57.0,50.0,62.0
70,48.0,48.0,54.0,59.0
71,52.0,64.0,54.0,70.0
72,45.0,45.0,45.0,61.0
73,45.0,50.0,45.0,55.0
74,34.0,39.0,41.0,47.0
75,56.0,61.0,47.0,66.0
76,42.0,42.0,33.0,58.0
77,52.0,59.0,52.0,70.0
78,43.0,51.0,51.0,59.0
79,44.0,54.0,44.0,60.0
80,47.0,52.0,47.0,62.0
81,56.0,56.0,51.0,63.0
82,48.0,48.0,48.0,63.0
83,47.0,53.0,48.0,53.0
84,35.0,41.0,39.0,55.0
85,47.0,59.0,39.0,61.0
86,34.0,34.0,34.0,33.99999999995773
87,48.0,63.0,42.0,69.0
88,53.0,53.0,48.0,58.0
89,35.0,35.0,33.0,46.0
90,31.0,31.0,25.0,37.0
91,58.0,57.0,49.0,74.0
92,41.0,46.0,35.0,56.0
93,27.0,32.0,33.0,44.0
94,36.0,44.0,47.0,53.00000000000169
95,52.0,57.0,39.0,62.0
96,39.0,46.0,36.0,51.0
97,45.0,54.0,45.0,62.0
98,47.0,47.0,37.0,55.0
99,50.0,68.0,51.0,73.0
