,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,85.0,111.0,77.0,
1,84.0,114.0,67.0,
2,80.0,114.0,63.0,
3,85.0,129.0,73.0,
4,109.0,148.0,82.0,
5,111.0,126.0,73.0,
6,91.0,111.0,66.0,
7,104.0,121.0,67.0,
8,73.0,106.0,62.0,
9,82.0,99.0,77.0,
10,125.0,127.0,78.0,
11,92.0,97.0,61.0,
12,104.0,124.0,91.0,
13,117.0,140.0,64.0,
14,101.0,117.0,95.0,
15,85.0,101.0,62.0,
16,93.0,113.0,61.0,
17,90.0,135.0,65.0,
18,69.0,102.0,61.0,
19,92.0,97.0,64.0,
20,84.0,109.0,70.0,
21,93.0,140.0,95.0,
22,115.0,118.0,97.0,
23,87.0,132.0,69.0,
24,96.0,107.0,64.0,
25,101.0,113.0,79.0,
26,96.0,96.0,74.0,
27,104.0,116.0,71.0,
28,80.0,118.0,73.0,
29,97.0,121.0,72.0,
30,100.0,118.0,54.0,
31,83.0,95.0,71.0,
32,76.0,100.0,81.0,
33,84.0,102.0,79.0,
34,88.0,112.0,69.0,
35,106.0,125.0,87.0,
36,82.0,104.0,66.0,
37,98.0,120.0,75.0,
38,115.0,131.0,68.0,
39,90.0,132.0,91.0,
40,83.0,99.0,66.0,
41,96.0,126.0,86.0,
42,76.0,110.0,59.0,
43,79.0,90.0,67.0,
44,89.0,113.0,71.0,
45,79.0,105.0,71.0,
46,97.0,98.0,73.0,
47,93.0,96.0,62.0,
48,87.0,91.0,96.0,
49,90.0,102.0,87.0,
50,87.0,91.0,70.0,
51,76.0,95.0,72.0,
52,89.0,102.0,60.0,
53,107.0,132.0,77.0,
54,86.0,96.0,86.0,
55,69.0,112.0,67.0,
56,86.0,105.0,68.0,
57,71.0,80.0,63.0,
58,97.0,108.0,77.0,
59,92.0,96.0,61.0,
60,128.0,150.0,97.0,
61,116.0,122.0,62.0,
62,73.0,105.0,62.0,
63,98.0,106.0,77.0,
64,81.0,96.0,55.0,
65,91.0,117.0,90.0,
66,85.0,110.0,63.0,
67,76.0,102.0,57.0,
68,116.0,151.0,100.0,
69,91.0,125.0,77.0,
70,86.0,110.0,78.0,
71,107.0,109.0,78.0,
72,101.0,95.0,80.0,
73,96.0,117.0,70.0,
74,80.0,112.0,75.0,
75,96.0,115.0,71.0,
76,85.0,116.0,71.0,
77,75.0,96.0,71.0,
78,121.0,124.0,96.0,
79,89.0,124.0,74.0,
80,96.0,101.0,73.0,
81,100.0,122.0,73.0,
82,68.0,109.0,74.0,
83,77.0,103.0,58.0,
84,79.0,124.0,97.0,
85,82.0,124.0,83.0,
86,76.0,119.0,71.0,
87,89.0,106.0,59.0,
88,108.0,122.0,73.0,
89,120.0,115.0,78.0,
90,92.0,122.0,103.0,
91,120.0,126.0,75.0,
92,118.0,136.0,89.0,
93,129.0,135.0,73.0,
94,81.0,112.0,76.0,
95,104.0,135.0,76.0,
96,90.0,116.0,76.0,
97,83.0,91.0,65.0,
98,86.0,102.0,65.0,
99,94.0,92.0,80.0,
