,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,34.0,35.0,23.0,
1,49.0,64.0,39.0,
2,47.0,60.0,38.0,
3,43.0,43.0,35.0,
4,36.0,51.0,27.0,
5,48.0,60.0,34.0,
6,40.0,45.0,34.0,
7,52.0,57.0,39.0,
8,43.0,50.0,33.0,
9,44.0,55.0,32.0,
10,47.0,53.0,35.0,
11,37.0,51.0,32.0,
12,38.0,49.0,32.0,
13,34.0,46.0,35.0,
14,43.0,48.0,28.0,
15,54.0,58.0,42.0,
16,44.0,52.0,23.0,
17,39.0,48.0,35.0,
18,39.0,55.0,22.0,
19,47.0,63.0,44.0,
20,50.0,67.0,36.0,
21,46.0,59.0,33.0,
22,38.0,43.0,37.0,
23,26.0,32.0,27.0,
24,35.0,36.0,45.0,
25,49.0,55.0,34.0,
26,48.0,54.0,42.0,
27,52.0,61.0,32.0,
28,29.0,29.0,22.0,
29,37.0,50.0,33.0,
30,48.0,65.0,47.0,
31,48.0,48.0,28.0,
32,61.0,76.0,42.0,
33,41.0,57.0,46.0,
34,75.0,70.0,50.0,
35,57.0,55.0,42.0,
36,40.0,40.0,33.0,
37,40.0,45.0,32.0,
38,47.0,46.0,34.0,
39,32.0,32.0,26.0,
40,44.0,53.0,40.0,
41,43.0,56.0,36.0,
42,36.0,43.0,32.0,
43,31.0,37.0,28.0,
44,47.0,69.0,31.0,
45,33.0,47.0,41.0,
46,53.0,58.0,34.0,
47,41.0,41.0,38.0,
48,36.0,48.0,32.0,
49,32.0,48.0,26.0,
50,33.0,39.0,28.0,
51,38.0,47.0,43.0,
52,42.0,55.0,51.0,
53,43.0,46.0,33.0,
54,39.0,45.0,39.0,
55,41.0,57.0,31.0,
56,51.0,56.0,38.0,
57,53.0,53.0,33.0,
58,31.0,38.0,25.0,
59,47.0,45.0,34.0,
60,31.0,36.0,31.0,
61,43.0,50.0,30.0,
62,41.0,50.0,30.0,
63,44.0,58.0,34.0,
64,38.0,45.0,29.0,
65,48.0,54.0,38.0,
66,45.0,64.0,37.0,
67,28.0,39.0,23.0,
68,57.0,58.0,36.0,
69,42.0,47.0,27.0,
70,37.0,52.0,41.0,
71,44.0,49.0,28.0,
72,24.0,44.0,35.0,
73,43.0,48.0,34.0,
74,42.0,42.0,27.0,
75,60.0,56.0,34.0,
76,52.0,59.0,36.0,
77,57.0,47.0,34.0,
78,41.0,50.0,36.0,
79,37.0,51.0,32.0,
80,39.0,51.0,36.0,
81,57.0,73.0,35.0,
82,39.0,51.0,47.0,
83,41.0,47.0,32.0,
84,46.0,51.0,34.0,
85,35.0,50.0,34.0,
86,33.0,40.0,21.0,
87,39.0,56.0,28.0,
88,42.0,64.0,38.0,
89,34.0,38.0,27.0,
90,32.0,42.0,28.0,
91,45.0,59.0,37.0,
92,43.0,49.0,33.0,
93,29.0,38.0,24.0,
94,34.0,37.0,33.0,
95,40.0,48.0,24.0,
96,50.0,56.0,41.0,
97,38.0,38.0,27.0,
98,31.0,45.0,32.0,
99,37.0,51.0,35.0,
