,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,143.0,155.0,128.0,
1,140.0,161.0,96.0,
2,120.0,166.0,135.0,
3,117.0,148.0,67.0,
4,133.0,160.0,110.0,
5,115.0,145.0,99.0,
6,125.0,151.0,116.0,
7,125.0,136.0,92.0,
8,95.0,133.0,85.0,
9,107.0,161.0,109.0,
10,114.0,121.0,78.0,
11,118.0,137.0,93.0,
12,111.0,169.0,95.0,
13,135.0,149.0,113.0,
14,96.0,128.0,86.0,
15,146.0,176.0,110.0,
16,128.0,151.0,110.0,
17,105.0,138.0,107.0,
18,123.0,145.0,90.0,
19,114.0,186.0,98.0,
20,146.0,193.0,95.0,
21,118.0,122.0,106.0,
22,104.0,118.0,85.0,
23,102.0,119.0,81.0,
24,113.0,143.0,98.0,
25,136.0,169.0,111.0,
26,113.0,143.0,105.0,
27,120.0,141.0,108.0,
28,120.0,133.0,92.0,
29,130.0,142.0,105.0,
30,128.0,170.0,116.0,
31,138.0,176.0,120.0,
32,121.0,162.0,97.0,
33,116.0,155.0,109.0,
34,133.0,142.0,121.0,
35,138.0,165.0,94.0,
36,120.0,162.0,93.0,
37,107.0,154.0,74.0,
38,120.0,167.0,130.0,
39,134.0,154.0,87.0,
40,125.0,157.0,90.0,
41,130.0,164.0,106.0,
42,117.0,155.0,101.0,
43,92.0,125.0,70.0,
44,129.0,166.0,86.0,
45,111.0,153.0,92.0,
46,130.0,161.0,94.0,
47,108.0,113.0,107.0,
48,105.0,134.0,83.0,
49,121.0,173.0,80.0,
50,108.0,147.0,103.0,
51,111.0,134.0,78.0,
52,118.0,136.0,107.0,
53,126.0,147.0,82.0,
54,123.0,144.0,96.0,
55,149.0,147.0,103.0,
56,148.0,167.0,104.0,
57,141.0,161.0,112.0,
58,112.0,141.0,88.0,
59,128.0,151.0,105.0,
60,129.0,145.0,108.0,
61,122.0,143.0,90.0,
62,124.0,161.0,116.0,
63,128.0,138.0,116.0,
64,121.0,144.0,87.0,
65,111.0,124.0,90.0,
66,119.0,157.0,99.0,
67,120.0,155.0,103.0,
68,83.0,147.0,110.0,
69,113.0,147.0,96.0,
70,137.0,152.0,97.0,
71,103.0,141.0,89.0,
72,129.0,135.0,93.0,
73,123.0,158.0,90.0,
74,132.0,164.0,103.0,
75,129.0,158.0,105.0,
76,124.0,151.0,106.0,
77,124.0,158.0,78.0,
78,104.0,117.0,102.0,
79,119.0,152.0,81.0,
80,136.0,172.0,117.0,
81,119.0,145.0,106.0,
82,115.0,132.0,114.0,
83,116.0,131.0,74.0,
84,114.0,140.0,112.0,
85,127.0,148.0,73.0,
86,111.0,157.0,87.0,
87,127.0,144.0,99.0,
88,108.0,124.0,87.0,
89,128.0,168.0,99.0,
90,108.0,139.0,91.0,
91,134.0,158.0,82.0,
92,114.0,166.0,99.0,
93,109.0,147.0,82.0,
94,92.0,122.0,87.0,
95,127.0,135.0,83.0,
96,115.0,140.0,92.0,
97,139.0,155.0,83.0,
98,125.0,151.0,89.0,
99,96.0,118.0,86.0,
