,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,47.0,41.0,41.0,53.00000010040345
1,54.0,54.0,54.0,54.0
2,52.0,62.0,52.0,70.0
3,42.0,48.0,43.0,48.0
4,52.0,58.0,63.0,69.99999999999999
5,40.0,47.0,40.0,52.0
6,55.0,58.0,49.0,73.0
7,60.0,60.0,60.0,60.0
8,39.0,39.0,39.0,46.0
9,41.0,48.0,48.0,56.0
10,45.0,45.0,40.0,55.0
11,46.0,46.0,46.0,56.0
12,45.0,45.0,45.0,53.0
13,49.0,44.0,44.0,54.0
14,42.0,42.0,33.0,43.0
15,24.0,29.0,24.0,34.0
16,55.0,55.0,55.0,65.0
17,57.0,57.0,57.0,63.00000000000182
18,60.0,50.0,55.0,65.0
19,58.0,58.0,50.0,67.00000000000406
20,53.0,53.0,53.0,66.0
21,52.0,61.0,54.0,66.0
22,51.0,46.0,51.0,56.0
23,56.0,51.0,63.0,63.000000000011426
24,41.0,46.0,46.0,51.0
25,38.0,43.0,43.0,51.0
26,32.0,40.0,41.0,46.0
27,43.0,43.0,43.0,43.0
28,55.0,55.0,55.0,61.0
29,62.0,62.0,57.0,62.0
30,62.0,62.0,62.0,68.0
31,46.0,51.0,47.0,58.0
32,24.0,29.0,33.0,33.0
33,38.0,38.0,38.0,50.0
34,52.0,59.0,59.0,64.0
35,41.0,50.0,41.0,56.0
36,46.0,46.0,51.0,56.0
37,61.0,61.0,61.0,61.0
38,63.0,63.0,54.0,0.0
39,49.0,49.0,42.0,57.0
40,48.0,48.0,40.0,54.0
41,48.0,48.0,48.0,55.0
42,47.0,47.0,42.0,52.0
43,53.0,53.0,53.0,53.0
44,44.0,49.0,44.0,49.0
45,47.0,53.0,47.0,58.00000000000001
46,55.0,55.0,49.0,55.00000000000001
47,50.0,50.0,48.0,62.0
48,49.0,49.0,49.0,54.0
49,50.0,50.0,50.0,55.0
50,42.0,42.0,42.0,47.0
51,63.0,57.0,63.0,68.0
52,59.0,65.0,54.0,70.0
53,42.0,47.0,42.0,52.0
54,44.0,51.0,61.0,66.0
55,38.0,55.0,45.0,63.0
56,47.0,64.0,47.0,64.0
57,60.0,65.0,61.0,71.0
58,60.0,60.0,65.0,65.0
59,47.0,47.0,47.0,55.0
60,43.0,48.0,53.0,53.0
61,54.0,49.0,51.0,59.000000000000014
62,52.0,52.0,52.0,59.0
63,43.0,43.0,43.0,52.0000000000063
64,61.0,61.0,61.0,66.0
65,39.0,47.0,47.0,49.0
66,63.0,63.0,58.0,71.0
67,56.0,66.0,56.0,66.0
68,49.0,49.0,49.0,56.0
69,58.0,64.0,64.0,71.0
70,46.0,56.0,50.0,67.0000000000071
71,17.0,17.0,25.0,27.0
72,54.0,54.0,54.0,64.0
73,34.0,34.0,34.0,34.00000000001218
74,65.0,65.0,60.0,71.0
75,46.0,46.0,46.0,51.0
76,41.0,41.0,41.0,51.0
77,43.0,43.0,43.0,53.0
78,54.0,54.0,54.0,62.0
79,58.0,63.0,47.0,63.0
80,41.0,35.0,41.0,48.0
81,46.0,40.0,40.0,51.0
82,52.0,64.0,57.0,68.0
83,34.0,34.0,40.0,42.0
84,43.0,48.0,48.0,54.0
85,51.0,57.0,51.0,62.0
86,38.0,43.0,39.0,49.0
87,33.0,31.0,33.0,44.0
88,39.0,39.0,39.0,48.0
89,36.0,36.0,36.0,42.0
90,46.0,46.0,46.0,55.0
91,46.0,46.0,51.0,52.0
92,56.0,56.0,56.0,62.0
93,56.0,61.0,56.0,66.0
94,69.0,69.0,68.0,75.0
95,45.0,45.0,40.0,55.0
96,57.0,64.0,57.0,69.0
97,60.0,66.0,60.0,71.0
98,34.0,41.0,40.0,47.0
99,38.0,45.0,38.0,50.0
