Instance,N_Deliveries,Algorithm_1_Reward,Algorithm_2_Reward,Algorithm_3_Reward,ILP_Reward
"[[{'s1': (1.6390398539316726, array([ 2.51094735, 12.37095029])), 's2': (8.910405205740794, array([2.81904208, 9.12630092])), 's3': (12.344060039323812, array([1.57298691, 5.92671781])), 's4': (16.7702901820405, array([2.57016312, 3.81492093])), 's5': (20.207199165310747, array([5.98365008, 4.21548321])), 's6': (24.944213489017017, array([9.23680755, 6.69464738])), 's7': (31.923892960604814, array([ 3.85583718, 10.13934623]))}, {'p1': {0: 6, 1: 0.5525820247001207, 2: (8.376188973099111, 0.1199370608256245)}, 'p2': {0: 5, 1: 1.9664978557846515, 2: (1.1852355316937613, 8.590985424293367)}, 'p3': {0: 10, 1: 1.78056487889975, 2: (13.319579240522529, 9.021317328722255)}, 'p4': {0: 5, 1: 0.8480690373867978, 2: (3.8842524820425735, 8.44006878741265)}, 'p5': {0: 5, 1: 1.5308083129136536, 2: (4.676813808216097, 5.229926682610974)}}]]",5,15,15,15,25.0
